Line-number,Type,State,County,Town,FIPS,Server-owner,ArcGIS-url,https,Show-contents,SSL,Open,Comment
1864,2,Minnesota,Isanti,,27059,,https://wfs.schneidercorp.com/arcgis/rest/services/IsantiCountyMN_WFS/MapServer,Y,Y,OK,Y,
1865,2,Minnesota,Itasca,,27061,,https://maps.co.itasca.mn.us/arcgis/rest/services,Y,Y,OK,Y,
1866,2,Minnesota,Kanabec,,27065,,https://wfs.schneidercorp.com/arcgis/rest/services/KanabecCountyMN_WFS/MapServer,Y,Y,OK,Y,
1867,2,Minnesota,Kandiyohi,,27067,,https://gis.kcmn.us/arcgis/rest/services,Y,Y,OK,Y,
1868,2,Minnesota,Kandiyohi,,27067,,https://www.gismidwest.com/arcgis/rest/services/Kandiyohi,Y,Y,OK,Y,
1869,2,Minnesota,Koochiching,,27071,,https://services3.arcgis.com/8mdusDCY0WncdJVw/arcgis/rest/services,Y,Y,OK,Y,
1870,2,Minnesota,Lake,,27075,,https://services1.arcgis.com/NlvHF2FHoAfPIDvG/arcgis/rest/services,Y,Y,OK,Y,
1871,2,Minnesota,LeSueur,,27079,,https://wfs.schneidercorp.com/arcgis/rest/services/LeSueurCountyMN_WFS/MapServer,Y,Y,OK,Y,
1872,2,Minnesota,Mahnomen,,27087,,https://services8.arcgis.com/eORKbx5CWReJmkoa/arcgis/rest/services,Y,Y,OK,Y,
1873,2,Minnesota,Marshall,,27089,,https://gismap.co.marshall.mn.us/arcgis/rest/services,Y,Y,OK,Y,
1874,2,Minnesota,Mille Lacs,,27095,,https://gis.co.mille-lacs.mn.us/arcgis/rest/services,Y,Y,OK,Y,
1875,2,Minnesota,Mower,,27099,,https://gisweb.co.mower.mn.us/server/rest/services,Y,Y,OK,Y,
1876,2,Minnesota,Norman,,27107,,https://gismap.co.norman.mn.us/arcgis/rest/services,Y,Y,OK,Y, 
1877,2,Minnesota,Norman,,27107,,https://gismap.co.marshall.mn.us/arcgis/rest/services/Norman,Y,Y,OK,Y,
1878,2,Minnesota,Olmsted,,27109,,https://gweb01.co.olmsted.mn.us/arcgis/rest/services,Y,Y,OK,Y,
1879,2,Minnesota,Otter Tail,,27111,,https://web2.co.ottertail.mn.us/arcgis/rest/services,Y,Y,OK,Y,
1880,2,Minnesota,Pennington,,27113,,https://gismap.co.pennington.mn.us/arcgis/rest/services,Y,Y,OK,Y, 
1881,2,Minnesota,Pennington,,27113,,https://gismap.co.marshall.mn.us/arcgis/rest/services/Pennington,Y,Y,OK,Y,
1882,2,Minnesota,Pipestone,,27117,,https://gis.pcmn.us/arcgis/rest/services,Y,Y,OK,Y,
1883,2,Minnesota,Polk,,27119,,https://gis.co.polk.mn.us/arcgis/rest/services,Y,Y,OK,Y,
1884,2,Minnesota,Pope,,27121,,https://gis.popecountymn.gov/arcgis/rest/services,Y,Y,OK,Y,
1885,2,Minnesota,Ramsey,,27123,,https://maps.co.ramsey.mn.us/arcgis/rest/services,Y,Y,OK,Y, 
1886,2,Minnesota,Ramsey,,27123,,https://maps.co.ramsey.mn.us/ArcGIS/rest/services,Y,Y,OK,Y,
1887,2,Minnesota,Red Lake,,27125,,https://gismap.co.marshall.mn.us/arcgis/rest/services/RedLake,Y,Y,OK,Y,
1888,2,Minnesota,Renville,,27129,,https://gis.renvillecountymn.gov/arcgis/rest/services,Y,Y,OK,Y,
1889,2,Minnesota,Roseau,,27135,,https://gis.co.roseau.mn.us/arcgis/rest/services,Y,Y,OK,Y,
1890,2,Minnesota,St. Louis,,27137,,https://gis.stlouiscountymn.gov/server2/rest/services,Y,Y,OK,Y,
1891,2,Minnesota,Sherburne,,27141,,https://gis.co.sherburne.mn.us/arcgis/rest/services,Y,Y,OK,Y,
1892,2,Minnesota,Sibley,,27143,,https://gis.co.sibley.mn.us/arcgis/rest/services,Y,Y,OK,Y,
1893,2,Minnesota,Stearns,,27145,,https://gis.co.stearns.mn.us/arcgis/rest/services,Y,Y,OK,Y,
1894,2,Minnesota,Steele,,27147,,https://services3.arcgis.com/PhDlW50qzuHSLgLK/arcgis/rest/services,Y,Y,OK,Y,
1895,2,Minnesota,Stevens,,27149,,https://gis.co.stevens.mn.us/arcgis/rest/services,Y,Y,OK,Y,
1896,2,Minnesota,Swift,,27151,,https://www.gismidwest.com/arcgis/rest/services/Swift,Y,Y,OK,Y, 
1897,2,Minnesota,Swift,,27151,,https://www.gismidwest.com/arcgis/rest/services/SwiftCounty,Y,Y,OK,Y,
1898,2,Minnesota,Todd,,27153,,https://gis.mytoddcounty.com/toddcounty/rest/services,Y,Y,OK,Y,
1899,2,Minnesota,Traverse,,27155,,https://gis.co.traverse.mn.us/arcgis/rest/services,Y,Y,OK,Y,
1900,2,Minnesota,Wadena,,27159,,https://gis.co.wadena.mn.us/arcgis/rest/services,Y,Y,OK,Y,
1901,2,Minnesota,Waseca,,27161,,https://gis.co.waseca.mn.us/arcgis/rest/services,Y,Y,OK,Y,
1902,2,Minnesota,Washington,,27163,,https://maps.co.washington.mn.us/arcgis/rest/services,Y,Y,OK,Y,
1903,2,Minnesota,Wilkin,,27167,,https://gisweb.co.wilkin.mn.us/arcgis/rest/services,Y,Y,OK,Y,
1904,2,Minnesota,Winona,,27169,,https://web1.winonaco.com/arcgis/rest/services,Y,Y,OK,Y,
1905,2,Minnesota,Wright,,27171,,https://services2.arcgis.com/CiQCvRGImIxsaFnM/arcgis/rest/services,Y,Y,OK,Y,
1906,2,Minnesota,Yellow Medicine,,27173,,https://gis.co.ym.mn.gov/arcgis/rest/services,Y,Y,OK,Y,
1907,2,Minnesota,,Bloomington,,,https://gis.bloomingtonmn.gov/arcgis/rest/services,Y,Y,OK,Y,
1908,2,Minnesota,,Eden Prairie,,,https://gis.edenprairie.org/maps/rest/services,Y,Y,OK,Y,
1909,2,Minnesota,,Lake City,,,https://web2.mobile311.com/arcgis/rest/services/Minnesota/CityOfLakeCity/MapServer,Y,Y,OK,Y,
1910,2,Minnesota,,Lakeville,,,https://gis2.lakevillemn.gov/server/rest/services,Y,Y,OK,Y,
1911,2,Minnesota,,Montgomery,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Montgomery_MN_MGMT/MapServer,Y,N,OK,Y,
1912,2,Minnesota,,Northfield,,,https://gis.ci.northfield.mn.us/arcgis/rest/services,Y,Y,OK,Y,
1913,2,Minnesota,,Oakdale,,,https://gis.ci.oakdale.mn.us/server/rest/services,Y,Y,OK,Y,
1914,2,Minnesota,,Oak Grove,,,https://services6.arcgis.com/f79xZ44vfYtaG5qt/arcgis/rest/services,Y,Y,OK,Y,
1915,2,Minnesota,,Rosemount,,,https://rs-gis.ci.rosemount.mn.us/server/rest/services,Y,Y,OK,Y,
1916,2,Minnesota,,Saint Anthony,,,https://services.arcgis.com/nD1JmvAORRtTorXS/arcgis/rest/services,Y,Y,OK,Y,
1917,2,Minnesota,,St. Paul,,,https://services1.arcgis.com/9meaaHE3uiba0zr8/arcgis/rest/services,Y,Y,OK,Y,
1918,2,Minnesota,,Woodbury,,,https://gis.ci.woodbury.mn.us/webgis/rest/services,Y,Y,X,Y,
1919,2,Mississippi,,,28,Mississippi Automated Resource Information System (MARIS),https://gis.mississippi.edu/server/rest/services,Y,Y,OK,Y, 8-4-2023 Has tiled data. Do a Google search. site:server_address "wmts" 
1920,2,Mississippi,,,28,Mississippi Department of Environmental Quality,https://gis.deq.ms.gov/ArcGIS/rest/services,Y,Y,X,Y, 8-4-2023 No tiled data 
1921,2,Mississippi,,,28,Mississippi Department of Environmental Quality,https://opcgis.deq.state.ms.us/opcgis/rest/services,Y,Y,OK,Y, 8-4-2023 No tiled data 
1922,2,Mississippi,,,28,Mississippi Department of Transportation,https://www.gisonline.ms.gov/arcgis/rest/services,Y,Y,OK,Y, Parcel lines: MDEQ/Download/MapServer/57 
1923,2,Mississippi,,,28,Mississippi Department of Marine Resources,https://gis.dmr.ms.gov/server/rest/services,Y,Y,OK,Y, 8-4-2023 Has tiled data. Do a Google search. site:server_address "wmts" 
1924,2,Mississippi,,,28,Mississippi Forestry Commission,https://arcsrv.mfc.ms.gov/server/rest/services,Y,Y,X,Y, 8-4-2023 No tiled data 
1925,2,Mississippi,,,,Central Mississippi Planning & Development District,https://gis.cmpdd.org/server/rest/services,Y,Y,OK,Y, 8-4-2023 No tiled data 
1926,2,Mississippi,Benton,,28009,,https://services7.arcgis.com/deoj2Y8l1tBr7P5X/ArcGIS/rest/services/BentonService/FeatureServer,Y,Y,OK,Y,
1927,2,Mississippi,Coahoma,,28027,,https://www.efsedge.com/arcgis/rest/services/Coahoma_County,Y,Y,OK,Y,
1928,2,Mississippi,Copiah,,28029,,https://gis.cmpdd.org/server/rest/services/Hosted/Copiah_County_Feature_Layer/FeatureServer,Y,Y,OK,Y, 
1929,2,Mississippi,DeSoto,,28033,,https://maps.desotocountyms.gov/arcgis/rest/services,Y,Y,OK,Y,
1930,2,Mississippi,Harrison,,28047,,https://geo.co.harrison.ms.us/server/rest/services,Y,Y,OK,Y,
1931,2,Mississippi,Hinds,,28049,,https://services3.arcgis.com/vv3YkTdKe8qzmf0Z/ArcGIS/rest/services/Hinds_Service/FeatureServer,Y,Y,OK,Y,
1932,2,Mississippi,Holmes,,28051,,https://services3.arcgis.com/nJbIFHiSnaX0z0hS/ArcGIS/rest/services/Holmes_Service/FeatureServer,Y,Y,OK,Y,
1933,2,Mississippi,Jasper,,28061,,https://services7.arcgis.com/deoj2Y8l1tBr7P5X/ArcGIS/rest/services/JasperService/FeatureServer,Y,Y,OK,Y,
1934,2,Mississippi,Jefferson,,28063,,https://services3.arcgis.com/nJbIFHiSnaX0z0hS/ArcGIS/rest/services/Jefferson_Service/FeatureServer,Y,Y,OK,Y,
1935,2,Mississippi,Lafayette,,28071,,https://services3.arcgis.com/Z8bz0UY32UcDoe6G/ArcGIS/rest/services/Lafayette_Service/FeatureServer,Y,Y,OK,Y,
1936,2,Mississippi,Lauderdale,,28075,,https://services7.arcgis.com/deoj2Y8l1tBr7P5X/ArcGIS/rest/services/LauderdaleService/FeatureServer,Y,Y,OK,Y,
1937,2,Mississippi,Lawrence,,28077,,https://services3.arcgis.com/16eAx5Gb99bCfEGw/arcgis/rest/services/Lawrence_Service/FeatureServer,Y,Y,OK,Y,
1938,2,Mississippi,Leake,,28079,,https://services7.arcgis.com/deoj2Y8l1tBr7P5X/ArcGIS/rest/services/LeakeService/FeatureServer,Y,Y,OK,Y, 
1939,2,Mississippi,Leake,,28079,,https://services3.arcgis.com/nJbIFHiSnaX0z0hS/ArcGIS/rest/services/Leake_County_AddressPoints_Service/FeatureServer,Y,Y,OK,Y, 
1940,2,Mississippi,Leake,,28079,,https://services3.arcgis.com/nJbIFHiSnaX0z0hS/ArcGIS/rest/services/Leake_County_E911_Centerlines_Service/FeatureServer,Y,Y,OK,Y, 
1941,2,Mississippi,Leake,,28079,,https://services3.arcgis.com/nJbIFHiSnaX0z0hS/ArcGIS/rest/services/Leake_County_E911_Parcels/FeatureServer,Y,Y,OK,Y, 
1942,2,Mississippi,Leake,,28079,,https://services3.arcgis.com/nJbIFHiSnaX0z0hS/ArcGIS/rest/services/Leake_E911_Choctaw_Reservation/FeatureServer,Y,Y,OK,Y, 
1943,2,Mississippi,Leake,,28079,,https://services3.arcgis.com/nJbIFHiSnaX0z0hS/ArcGIS/rest/services/Leake_E911_Municipal_Boundary/FeatureServer,Y,Y,OK,Y,
1944,2,Mississippi,Lee,,28081,,https://services3.arcgis.com/nJbIFHiSnaX0z0hS/ArcGIS/rest/services/Lee_Service/FeatureServer,Y,Y,OK,Y,
1945,2,Mississippi,Lincoln,,28085,,https://ags.agdmaps.com/arcgis/rest/services/LincolnMS/MapServer,Y,Y,OK,Y, 
1946,2,Mississippi,Lincoln,,28085,,https://lincoln.msmaps.org/arcgis/rest/services,Y,Y,OK,Y,
1947,2,Mississippi,Lowndes,,28087,,https://services9.arcgis.com/IX0iMrnqj0M8ZIjn/ArcGIS/rest/services/Lowndes_Service1/FeatureServer,Y,Y,OK,Y,
1948,2,Mississippi,Madison,,28089,,https://services7.arcgis.com/deoj2Y8l1tBr7P5X/ArcGIS/rest/services/Madison_Service/FeatureServer,Y,Y,OK,Y, 
1949,2,Mississippi,Madison,,28089,,https://gis.cmpdd.org/server/rest/services/Madison_County,Y,Y,OK,N,
1950,2,Mississippi,Marion,,28091,,https://services3.arcgis.com/nJbIFHiSnaX0z0hS/ArcGIS/rest/services/MarionMS_Service/FeatureServer,Y,Y,OK,Y,
1951,2,Mississippi,Monroe,,28095,,https://services3.arcgis.com/4AaqjZXP6VsiwqAE/arcgis/rest/services/MonroeMS_Service/FeatureServer,Y,Y,OK,Y,
1952,2,Mississippi,Neshoba,,28099,,https://services5.arcgis.com/ZMdhv2O0udo61dNH/arcgis/rest/services/Neshoba_Service/FeatureServer,Y,Y,OK,Y,
1953,2,Mississippi,Oktibbeha,,28105,,https://services3.arcgis.com/04ut98nBnbmQo8Q0/arcgis/rest/services/Oktibbeha_Service/FeatureServer,Y,Y,OK,Y,
1954,2,Mississippi,Pike,,28113,,https://services3.arcgis.com/nJbIFHiSnaX0z0hS/ArcGIS/rest/services/PikeMS_Service/FeatureServer,Y,Y,OK,Y,
1955,2,Mississippi,Pontotoc,,28115,,https://services3.arcgis.com/nJbIFHiSnaX0z0hS/ArcGIS/rest/services/Pontotoc_Service/FeatureServer,Y,Y,OK,Y,
1956,2,Mississippi,Prentiss,,28117,,https://services3.arcgis.com/nJbIFHiSnaX0z0hS/ArcGIS/rest/services/Prentiss_Service/FeatureServer,Y,Y,OK,Y,
1957,2,Mississippi,Quitman,,28119,,https://www.efsedge.com/arcgis/rest/services/Quitman_County,Y,Y,OK,Y,
1958,2,Mississippi,Rankin,,28121,,https://services3.arcgis.com/nJbIFHiSnaX0z0hS/ArcGIS/rest/services/Rankin_Service/FeatureServer,Y,Y,OK,Y,
1959,2,Mississippi,Simpson,,28127,,https://services5.arcgis.com/Leo27bLmBYQ9pcCt/arcgis/rest/services/SimpsonService/FeatureServer,Y,Y,OK,Y,
1960,2,Mississippi,Smith,,28129,,https://services3.arcgis.com/nJbIFHiSnaX0z0hS/ArcGIS/rest/services/Smith_Service/FeatureServer,Y,Y,OK,Y,
1961,2,Mississippi,Stone,,28131,,https://services7.arcgis.com/deoj2Y8l1tBr7P5X/ArcGIS/rest/services/Stone_Service/FeatureServer,Y,Y,OK,Y,
1962,2,Mississippi,Tippah,,28139,,https://services7.arcgis.com/deoj2Y8l1tBr7P5X/ArcGIS/rest/services/TippahService/FeatureServer,Y,Y,OK,Y,
1963,2,Mississippi,Tishomingo,,28141,,https://services7.arcgis.com/deoj2Y8l1tBr7P5X/ArcGIS/rest/services/Tishomingo_Service/FeatureServer,Y,Y,OK,Y, 
1964,2,Mississippi,Tishomingo,,28141,,https://services7.arcgis.com/deoj2Y8l1tBr7P5X/ArcGIS/rest/services/Tishomingo_Zoning/FeatureServer,Y,Y,OK,Y,
1965,2,Mississippi,Union,,28145,,https://services3.arcgis.com/nA9zIjStWYJO1Fiu/arcgis/rest/services/UnionMS_Service/FeatureServer,Y,Y,OK,Y,
1966,2,Mississippi,Warren,,28149,,https://services3.arcgis.com/nJbIFHiSnaX0z0hS/ArcGIS/rest/services/WarrenService_911/FeatureServer,Y,Y,OK,Y,
1967,2,Mississippi,Winston,,28159,,https://services3.arcgis.com/nJbIFHiSnaX0z0hS/ArcGIS/rest/services/Winston_Service/FeatureServer,Y,Y,OK,Y,
1968,2,Mississippi,Yazoo,,28163,,https://gis.cmpdd.org/server/rest/services/Hosted/Yazoo_County_Feature_Layer/FeatureServer,Y,Y,OK,Y,
1969,2,Mississippi,,Biloxi,,,http://gis.biloxi.ms.us:6080/arcgis/rest/services,N,Y,,Y,
1970,2,Mississippi,,Gulfport,,,https://maps.gulfport-ms.gov/arcgis/rest/services,Y,Y,OK,Y,
1971,2,Mississippi,,Yazoo City,,,https://gis.cmpdd.org/server/rest/services/Hosted/Yazoo_City_Feature_Layer/FeatureServer,Y,Y,OK,Y, 
1972,2,Mississippi,,Yazoo City,,,https://gis.cmpdd.org/server/rest/services/Hosted/Yazoo_City_Transportation_Plan/FeatureServer,Y,Y,OK,Y,
1973,2,Missouri,,,29,Missouri Office of Geospatial Information,https://services2.arcgis.com/kNS2ppBA4rwAQQZy/ArcGIS/rest/services,Y,Y,OK,Y,
1974,2,Missouri,,,29,Missouri Department of Conservation,https://gisblue.mdc.mo.gov/arcgis/rest/services,Y,Y,OK,Y, 8-4-2023 No tiled data 
1975,2,Missouri,,,29,Department of Natural Resources,https://gis.dnr.mo.gov/arcgis/rest/services,Y,Y,OK,Y, 8-4-2023 Has tiled data. Do a Google search. site:server_address "wmts" 
1976,2,Missouri,,,29,Missouri Department of Transportation,https://mapping.modot.org/arcgis/rest/services,Y,Y,OK,Y, 8-4-2023 Has tiled data. Do a Google search. site:server_address "wmts" 
1977,2,Missouri,,,29,University of Missouri Spatial Data Information Service,https://moimagery.missouri.edu/arcgis/rest/services,Y,Y,OK,Y, 8-4-2023 Has tiled data. Do a Google search. site:server_address "wmts" 
1978,2,Missouri,,,,Southeast Missouri Regional Planning Commission,https://maps.semogis.com/arcgis/rest/services/SEMPO/sempo/MapServer,Y,Y,OK,Y, 8-4-2023 No tiled data 
1979,2,Missouri,Boone,,29019,,https://gis.showmeboone.com/arcgis/rest/services,Y,N,OK,Y,
1980,2,Missouri,Callaway,,29027,,https://services7.arcgis.com/SjRufDd1cFK2SuD3/arcgis/rest/services,Y,Y,OK,Y,
1981,2,Missouri,Cape Girardeau,,29031,,https://maps.semogis.com/arcgis/rest/services/CapeCo,Y,Y,OK,Y,
1982,2,Missouri,Cole,,29051,,https://www.midmogis.org/server/rest/services,Y,N,OK,Y,
1983,2,Missouri,Dunklin,,29069,,https://services4.integritygis.com/arcgis/rest/services/MO/Dunklin_Assessor_Data/MapServer,Y,Y,OK,N,
1984,2,Missouri,Dunklin,,29069,,https://images.integritygis.com/arcgis/rest/services/MO/Dunklin_Photography_2015/ImageServer,Y,Y,OK,Y,
1985,2,Missouri,Iron,,29093,,https://maps.semogis.com/arcgis/rest/services/IronCo,Y,Y,OK,Y,
1986,2,Missouri,Jasper,,29097,,https://wfs.schneidercorp.com/arcgis/rest/services/JasperCountyMO_WFS4326/MapServer,Y,Y,OK,Y, 
1987,2,Missouri,Jasper,,29097,,https://wfs.schneidercorp.com/arcgis/rest/services/JasperCountyMO_WFS/MapServer,Y,Y,OK,Y,
1988,2,Missouri,Jefferson,,29099,,https://services1.arcgis.com/Sfc8glAOQGBwsYa4/arcgis/rest/services,Y,Y,OK,Y,
1989,2,Missouri,Madison,,29123,,https://maps.semogis.com/arcgis/rest/services/MadisonCo,Y,Y,OK,Y,
1990,2,Missouri,Perry,,29157,,https://maps.semogis.com/arcgis/rest/services/PerryCo,Y,Y,OK,Y,
1991,2,Missouri,Scott,,29201,,https://maps.semogis.com/arcgis/rest/services/ScottCo,Y,Y,OK,Y,
1992,2,Missouri,St. Charles,,29183,,https://gis.sccmo.org/scc_gis/rest/services,Y,Y,OK,Y,
1993,2,Missouri,St. Francois,,29187,,https://maps.semogis.com/arcgis/rest/services/StFranCo,Y,Y,OK,Y,
1994,2,Missouri,Ste. Genevieve,,29186,,https://maps.semogis.com/arcgis/rest/services/SteGenCo,Y,Y,OK,Y,
1995,2,Missouri,St. Louis,,29189,,https://maps.stlouisco.com/arcgis/rest/services,Y,Y,OK,Y,
1996,2,Missouri,Washington,,29221,,https://maps.semogis.com/arcgis/rest/services/WashCo,Y,Y,OK,Y,
1997,2,Missouri,,Bloomsdale,,,https://maps.semogis.com/arcgis/rest/services/Bloomsdale,Y,Y,OK,Y,
1998,2,Missouri,,Bonne Terre,,,https://maps.semogis.com/arcgis/rest/services/BonneTerre,Y,Y,OK,Y,
1999,2,Missouri,,Branson,,,https://gis.bransonmo.gov/application/rest/services,Y,Y,OK,Y,
2000,2,Missouri,,Cape Girardeau,,,https://gis.capecounty.us/arcgis/rest/services,Y,Y,X,Y,
2001,2,Missouri,,Carthage,,,https://services.integritygis.com/arcgis/rest/services/Public/Carthage_SEMS_Basemap/MapServer,Y,Y,OK,Y,
2002,2,Missouri,,Chesterfield,,,https://mapping.chesterfield.mo.us/arcgis/rest/services,Y,N,OK,Y,
2003,2,Missouri,,Columbia,,,https://gis.gocolumbiamo.com/arcgis/rest/services,Y,Y,OK,Y,
2004,2,Missouri,,Deslogel,,,https://maps.semogis.com/arcgis/rest/services/DeslogeUtil,Y,Y,OK,Y,
2005,2,Missouri,,Fredericktown,,,https://maps.semogis.com/arcgis/rest/services/Fredericktown,Y,Y,OK,Y,
2006,2,Missouri,,Gordonville,,,https://maps.semogis.com/arcgis/rest/services/Gordonville,Y,Y,OK,Y,
2007,2,Missouri,,Ironton,,,https://maps.semogis.com/arcgis/rest/services/Ironton,Y,Y,OK,Y,
2008,2,Missouri,,Jackson,,,https://maps.semogis.com/arcgis/rest/services/Jackson,Y,Y,OK,Y,
2009,2,Missouri,,Joplin,,,https://services1.arcgis.com/5olyYd7fCfTTiVp8/arcgis/rest/services,Y,Y,OK,Y,
2010,2,Missouri,,Kansas City,,,https://mapd.kcmo.org/kcgis/rest/services,Y,Y,OK,Y, 
2011,2,Missouri,,Kansas City,,,https://maps5.kcmo.org/kcgis/rest/services,Y,Y,OK,Y,
2012,2,Missouri,,Kirkwood,,,https://gis.kirkwoodmo.org/arcgis/rest/services,Y,Y,OK,Y,
2013,2,Missouri,,Lake Tishomingo,,,https://maps.semogis.com/arcgis/rest/services/LakeTishomingo,Y,Y,OK,Y,
2014,2,Missouri,,Liberty,,,https://maps.libertymo.gov/arcgis/rest/services,Y,N,OK,Y,
2015,2,Missouri,,Oak Ridge,,,https://maps.semogis.com/arcgis/rest/services/OakRidge,Y,Y,OK,Y,
2016,2,Missouri,,Park Hills City,,,https://maps.semogis.com/arcgis/rest/services/ParkHillsCity,Y,Y,OK,Y, 
2017,2,Missouri,,Park Hills City,,,https://maps.semogis.com/arcgis/rest/services/ParkHillsUtil,Y,Y,OK,Y,
2018,2,Missouri,,Perryville City,,,https://maps.semogis.com/arcgis/rest/services/PerryvilleCity,Y,Y,OK,Y, 
2019,2,Missouri,,Perryville City,,,https://maps.semogis.com/arcgis/rest/services/PerryvilleUtil,Y,Y,OK,Y,
2020,2,Missouri,,Pilot Knob,,,https://maps.semogis.com/arcgis/rest/services/PilotKnob,Y,Y,OK,Y,
2021,2,Missouri,,Republic,,,https://maps.republicmo.com/arcgis/rest/services,Y,Y,OK,Y,
2022,2,Missouri,,Ste. Genevieve,,,https://maps.semogis.com/arcgis/rest/services/SteGenCity,Y,Y,OK,Y,
2023,2,Missouri,,St. Louis,,,https://stlgis.stlouis-mo.gov/arcgis/rest/services,Y,Y,OK,Y,
2024,2,Missouri,,St. Mary,,,https://maps.semogis.com/arcgis/rest/services/StMary,Y,Y,OK,Y,
2025,2,Missouri,,Springfield,,,https://maps.springfieldmo.gov/arcgis/rest/services,Y,N,OK,Y,
2026,2,Missouri,,West Plains,,,https://gis.westplains.net/arcgis/rest/services,Y,Y,OK,Y,
2027,2,Montana,,,30,Montana Geographic Information Clearinghouse,https://gisservicemt.gov/arcgis/rest/services,Y,Y,OK,Y, Parcel lines: DOR/WebMerc_Parcels/MapServer/0 
2028,2,Montana,,,30,Montana Department of Natural Resources and Conservation,https://gis.dnrc.mt.gov/arcgis/rest/services,Y,Y,OK,Y, 8-4-2023 No tiled data 
2029,2,Montana,,,30,Montana Department of Natural Resources and Conservation,https://testgis.dnrc.mt.gov/arcgis/rest/services,Y,Y,OK,Y, 8-4-2023 No tiled data 
2030,2,Montana,,,30,Montana Department of Transportation,https://app.mdt.mt.gov/arcgis/rest/services,Y,Y,OK,Y, 8-4-2023 No tiled data 
2031,2,Montana,,,30,Montana Fish - Wildlife and Parks,https://fwp-gis.mt.gov/arcgis/rest/services,Y,Y,OK,Y, 8-4-2023 No tiled data 
2032,2,Montana,,,30,Montana Bureau of Mines and Geology,https://mbmgmap.mtech.edu/server/rest/services,Y,Y,OK,Y, 8-4-2023 No tiled data 
2033,2,Montana,,,30,Montana Department of Environmental Quality,https://gis.mtdeq.us/hosting/rest/services,Y,Y,OK,Y, 8-4-2023 No tiled data 
2034,2,Montana,,,30,Montana various layers,https://services1.arcgis.com/ERdCHt0sNM6dENSD/arcgis/rest/services,Y,Y,OK,Y, 
2035,2,Montana,,,30,Montana various layers,https://services2.arcgis.com/DRQySz3VhPgOv7Bo/arcgis/rest/services,Y,Y,OK,Y, 
2036,2,Montana,,,30,Montana various layers,https://gistestservicemt.gov/arcgis/rest/services,Y,Y,OK,Y, 8-4-2023 Has tiled data. Do a Google search. site:server_address "wmts" 
2037,2,Montana,,,30,Montana various layers,https://services.arcgis.com/qnjIrwR8z5Izc0ij/ArcGIS/rest/services,Y,Y,OK,Y,
2038,2,Montana,Cascade,,30013,,https://services7.arcgis.com/JtiGtls94CNeeD7u/ArcGIS/rest/services,Y,Y,OK,Y,
2039,2,Montana,Flathead,,30029,,https://maps.flathead.mt.gov/server/rest/services,Y,Y,OK,Y,
2040,2,Montana,Gallatin,,30031,,https://gis.gallatin.mt.gov/arcgis/rest/services,Y,Y,OK,Y,
2041,2,Montana,Missoula,,30063,,https://gis.missoulacounty.us/arcgis/rest/services,Y,Y,OK,Y,Blocked 
2042,2,Montana,Park,,30067,,https://services3.arcgis.com/De8iY1SoM3l4PKku/ArcGIS/rest/services,Y,Y,OK,Y,
2043,2,Montana,,Billings,,,https://billingsgis.com/arcgis_public/rest/services,Y,Y,OK,Y,
2044,2,Montana,,Bozeman,,,https://gisweb.bozeman.net/arcgis/rest/services,Y,Y,OK,Y, 
2045,2,Montana,,Bozeman,,,https://gisweb.bozeman.net/image/rest/services,Y,Y,OK,Y, 
2046,2,Montana,,Bozeman,,,https://gisweb.bozeman.net/hosted/rest/services,Y,Y,OK,Y, 
2047,2,Montana,,Bozeman,,,https://services3.arcgis.com/f4hk1qcfxRJ0L2BU/arcgis/rest/services,Y,Y,OK,Y, 
2048,2,Montana,,Bozeman,,,https://tiles.arcgis.com/tiles/f4hk1qcfxRJ0L2BU/arcgis/rest/services,Y,Y,OK,Y,
2049,2,Montana,,Helena,,,https://helenamontanamaps.org/arcgisadp/rest/services,Y,Y,OK,Y, Data sharing with Lewis and Clark County 
2050,2,Montana,,Missoula,,,https://services.arcgis.com/HfwHS0BxZBQ1E5DY/arcgis/rest/services,Y,Y,OK,Y,
2051,2,Nebraska,,,31,Nebraska Department of Transportation,https://giscat.ne.gov/agency/rest/services,Y,Y,OK,Y, 8-4-2023 No tiled data 
2052,2,Nebraska,,,31,Nebraska Game and Parks Commission,https://services5.arcgis.com/IOshH1zLrIieqrNk/arcgis/rest/services,Y,Y,OK,Y,
2053,2,Nebraska,,,31,Nebraska Department of Environment and Energy,https://gis2.gisworkshop.com/arcgis/rest/services/DEQ/MapServer,Y,N,OK,Y, Parcel lines: Statewide_NE_MGMT/MapServer/0 
2054,2,Nebraska,,,31,Nebraska Public Power District (NPPD),https://gis2.gisworkshop.com/arcgis/rest/services/Nebraska_Public_Power_District_NE_MGMT/MapServer,Y,N,OK,Y, 8-4-2023 No tiled data 
2055,2,Nebraska,,,31,Central Platte Natural Resources District,https://gis3.gisworkshop.com/arcgis/rest/services/CPNRD_WaterBanking/MapServer,Y,N,OK,Y, 8-4-2023 No tiled data 
2056,2,Nebraska,,,31,Upper Elkhorn Natural Resource District,https://gis2.gisworkshop.com/arcgis/rest/services/UENRD/MapServer,Y,N,OK,Y,
2057,2,Nebraska,,,31,Upper Republican Natural Resources District,https://gis2.gisworkshop.com/arcgis/rest/services/URNRD/MapServer,Y,N,OK,Y,
